,Yuval Berman,Marcus Korb,Kaylee Molin,Georgia Humphry,Claudio Vergara Saez,Connor Bottrell,Seth Cones,Luka Wright,Jo Pollitt,Samuel Mendez,Chong Wei,Dylan MacGregor,Nicole Feast,Kathi Froedrich,Valeria Mendez,Lucy Furfaro,Francesco De Toni,Francois Brassard,Marisa Duong,Jincheng Wang,Karissa Lear,Emma Gill,Shannon Algar,Manou Rosenberg,Bhedita Seewoo,Carlos Toro Huamanchumo,Dulce Vargas Landin,Fiona Panther,Maeva Perez,Rachel Newsome,Matthew Heydenrych,Jaqueline Diniz,Nishita Narwal,Madison Godfrey,Emily Hoffmann,Arthur Blackwood,Malik Diène,Mingxin Ye,Upama Aich,Jackson Rendall,Thomas Fellowes,Gladymar Perez Chacon,Yordanos Asgedom,Lauri Parr,Molly Schmidt,Peter Watson,Claire Doll,Karri Neldner,Curtis Rollins,Nishu Tyagi,Cassandra Tytler,Josef Richmond,Kit Prendergast
Fiona Panther,0.34669868350029,0.09073427170515061,0.3396715998649597,0.27365476787090304,0.2517866551876068,0.30357140600681304,0.23404574394226074,0.1761524796485901,0.1959322586655617,0.17164552137255668,0.19425046741962435,0.16274804044514896,0.18018680065870285,0.22349624037742616,0.11739938706159592,0.21717379167675976,0.1928965136408806,0.2062288850545883,0.23635834455490112,0.16760880276560786,0.19262227416038513,0.19284602999687198,0.30997275114059447,0.25782832503318787,0.07283991053700448,0.15792862921953205,0.1795368477702141,0.0,0.17547886669635776,0.14820273220539096,0.17735712081193925,0.33642167448997495,0.06151214092969895,0.05557349398732185,0.17776007652282716,0.17689112424850464,0.27271396517753604,0.3341169118881226,0.1917437106370926,0.15832948684692383,0.1945007920265198,0.1286360412836075,0.18950574919581414,0.15416239500045775,0.08307416141033173,0.24611819684505465,0.16388435959815978,0.22622832953929906,0.18604651689529422,0.19076925218105317,0.14664683938026427,0.33079805970191956,0.09586315900087358
Maeva Perez,0.19617952704429628,0.095818030834198,0.18533119559288025,0.20275233536958698,0.28941704034805293,0.13226869106292724,0.3893280625343323,0.4323631674051285,0.21866321563720703,0.1982776276767254,0.4492992743849754,0.33769037723541256,0.04460537731647492,0.2515244245529175,0.2286943554878235,0.31418074965476994,0.180282361805439,0.2938942015171051,0.2567945778369904,0.15362121164798737,0.2600644499063492,0.22262427359819414,0.18654805719852446,0.08713573217391968,0.06170085221529007,0.1646069884300232,0.23837736845016477,0.17547886669635776,0.0,0.30862281918525697,0.34830651879310615,0.10504844784736633,0.15947861075401307,0.11317886710166933,0.23751675486564638,0.20020491629838943,0.2872895568609238,0.2886491969227791,0.262652088701725,0.444069916009903,0.2112693786621094,0.1866980701684952,0.18924663513898848,0.1420806512236595,0.12398575469851494,0.13578673005104064,0.1896065950393677,0.27151225209236146,0.19694598317146303,0.14024135693907738,0.28257603645324714,0.1490772418677807,0.2337020397186279
Rachel Newsome,0.12952814102172852,0.08046869635581971,0.12101311683654786,0.04669128432869911,0.29085150063037873,0.08908852338790893,0.31599870324134827,0.2451269954442978,0.24150233268737795,0.014662499725818635,0.4447047360241413,0.2876468181610108,0.009533524513244629,0.144009330868721,0.09874359220266343,0.09699706584215165,0.08280583992600442,0.28002448081970216,0.11574841737747193,0.055590595304965976,0.23016042709350587,0.09003943651914596,0.17698596864938737,0.07504183650016785,0.05434985756874085,0.15934855341911316,0.09036478623747826,0.14820273220539096,0.30862281918525697,0.0,0.18359833359718322,0.15059442669153214,0.24858529865741733,0.0710959106683731,0.18857032954692843,0.2779492437839508,0.2038738250732422,0.161202272772789,0.2374707967042923,0.3031468987464905,0.07821260392665863,0.11955384016036988,0.13236858993768694,0.09421032816171647,0.08701314553618432,0.10154024362564087,0.24694141745567322,0.20078232288360595,0.1895834267139435,0.16600117683410645,0.22666663080453875,0.14416474103927615,0.10374447703361513
Matthew Heydenrych,0.2783700108528137,0.030299223959445953,0.15235537737607957,0.07347294539213181,0.13465318977832796,0.10675146579742431,0.2832465171813965,0.24875745177268985,0.11038582623004914,0.12964532375335694,0.14807946383953094,0.2264978528022766,0.017237775027751923,0.04211998507380486,0.14300114065408706,0.37698826789855955,0.14214541837573053,0.1783367715775967,0.33471010923385625,-0.00402159690856934,0.29201634526252745,0.09906955361366272,0.13580922558903694,0.12421784102916719,0.13511165976524353,0.07386527806520463,0.21525146961212158,0.17735712081193925,0.34830651879310615,0.18359833359718322,0.0,0.06961481645703316,0.14602134451270105,0.044465998560190206,0.2808561682701111,0.15860503017902375,0.07261988595128059,0.09521138966083528,0.2752668142318726,0.36184364557266235,0.14162371903657914,0.1869911849498749,0.0707452952861786,0.05340835899114609,0.07040896639227867,0.056675809621810916,0.09177223443984986,0.15673948526382447,0.09836174249649049,0.05022426396608354,0.1121787503361702,0.03585160225629806,0.15562787950038912
Jaqueline Diniz,0.2615599870681763,0.25409156307578085,0.19195426106452942,0.1041181653738022,0.39342462718486787,0.1814082443714142,0.1733761191368103,0.11845405697822572,0.1326603651046753,0.08071082159876825,0.09262997806072236,0.10283080190420152,0.028944139927625658,0.09376235604286194,-0.0017376713454723344,0.11600862741470339,0.07715816050767899,0.12576132714748384,0.12110177055001259,0.1456723392009735,0.1149065226316452,0.10031927824020387,0.21564843952655793,0.17831817269325256,0.10017613768577575,0.007675620913505557,0.02913970164954663,0.33642167448997495,0.10504844784736633,0.15059442669153214,0.06961481645703316,0.0,0.3587851285934448,0.008864720910787582,0.17283528447151186,0.1393980085849762,0.21787157654762268,0.22020408809185027,0.13875968456268312,0.13716939687728882,0.27526267766952517,0.10806578993797303,0.05437557995319367,0.04244775921106339,0.06457968726754189,0.3212457925081253,0.20875484347343443,0.08211851119995117,0.14687392115592957,0.08186093270778658,0.10848722904920578,0.3911367475986481,0.025171538814902306
Nishita Narwal,0.08369467854499817,0.10084484070539475,0.08819217234849931,0.019754742830991746,0.27240705490112305,0.03252357691526413,0.2338675618171692,0.2943583309650421,0.12500553131103517,0.01816488429903984,0.1850406274199486,0.1797774896025658,0.021305203437805176,0.023164585605263712,0.10648177936673164,0.11433064565062524,0.008619001135230064,0.12074550092220307,0.0880318857729435,0.20023681595921516,0.15151725709438324,0.06540993750095367,0.10352188646793364,0.05977830737829209,0.43538049459457395,0.06631088703870774,0.049240224063396454,0.06151214092969895,0.15947861075401307,0.24858529865741733,0.14602134451270105,0.3587851285934448,0.0,0.04289030618965625,0.24808561801910403,0.1666269600391388,0.17755663990974427,0.1675178945064545,0.22878343760967254,0.1648752823472023,0.14317710399627687,0.08562361784279347,0.04273932259529829,0.012904201075434683,0.004708527028560639,0.10278893411159516,0.25890884995460517,0.13402444422245025,0.306032931804657,0.030364967137575152,0.11745242513716221,0.18545279502868653,0.06101706922054292
Madison Godfrey,0.12827993035316468,0.026359573751688008,0.12084609866142274,0.13073069751262667,0.09493013620376586,0.04309801552444697,0.11323916316032409,0.11187463700771333,0.25318288505077363,0.15570217519998553,0.14599413573741915,0.36783335208892826,0.11580533385276795,0.24842656254768375,0.11304691135883332,0.12343040928244592,0.17425317782908678,0.15334769487380984,0.2571093365550041,0.06980080287903548,0.04084494113922119,0.22793220728635788,0.16149166822433475,0.0449706694111228,0.002597696334123612,0.14116997867822648,0.0736153706908226,0.05557349398732185,0.11317886710166933,0.0710959106683731,0.044465998560190206,0.008864720910787582,0.04289030618965625,0.0,0.07089617848396301,0.09099030792713166,0.12986710667610168,0.1486530601978302,0.24192611277103426,0.07398198693990708,0.04979589283466339,0.12362674176692964,0.15289764702320102,0.24511339068412782,0.39408939778804786,0.03911047503352165,0.19995232224464418,0.15089256167411805,0.1233909532427788,0.15393700599670412,0.41279991865158083,0.027503334730863572,0.1311625435948372
Emily Hoffmann,0.21845307052135468,0.07125617638230325,0.1307767003774643,0.10332743711769582,0.36369646191596994,0.04110901057720184,0.26589103341102605,0.22653086632490158,0.21927185654640197,0.1186336249113083,0.3460204601287842,0.29179135262966155,0.02403784915804863,0.22788823246955872,0.21405233964324,0.2301551163196564,0.12379091940820217,0.3755356013774872,0.15514010190963745,0.10571803897619247,0.34764336943626406,0.1668775498867035,0.12277231253683568,0.12418644428253173,0.09475753605365754,0.11246516332030297,0.11184176057577133,0.17776007652282716,0.23751675486564638,0.18857032954692843,0.2808561682701111,0.17283528447151186,0.24808561801910403,0.07089617848396301,0.0,0.4175015270709992,0.1604543596506119,0.1144971936941147,0.326985165476799,0.49866039752960206,0.11999278664588929,0.21658390164375307,0.11750954911112788,0.13809330761432648,0.12419474124908449,0.1750844031572342,0.3045623421669006,0.2558127880096436,0.20262504220008853,0.15143864750862124,0.20638113915920261,0.2276471674442291,0.28032693862915037
Arthur Blackwood,0.2465558171272278,-0.004647764563560489,0.1620870441198349,0.23506128191947936,0.3630125522613526,0.13287260532379153,0.3497484773397446,0.22841176316142084,0.36774985194206244,0.23707934021949767,0.28833138942718506,0.3664027512073517,0.17322488427162172,0.22690569460392,0.5551898419857025,0.10184690505266189,0.151321679353714,0.32387614846229557,0.12666939422488213,0.13434782922267913,0.3276910692453385,0.307711273431778,0.274825382232666,0.16218881309032443,0.09999257400631906,0.18406742811203006,0.06339032649993898,0.17689112424850464,0.20020491629838943,0.2779492437839508,0.15860503017902375,0.1393980085849762,0.1666269600391388,0.09099030792713166,0.4175015270709992,0.0,0.08607498556375504,0.19963968992233277,0.4630241274833679,0.4327599465847015,0.05475655347108841,0.207502281665802,0.13660641759634018,0.2741608738899231,0.1925378143787384,0.09174474179744721,0.46136916875839235,0.41162213981151585,0.44217855334281925,0.14255560785531998,0.4114685893058777,0.09786874055862427,0.3559473752975464
Malik Diène,0.1519393913447857,0.3344597816467285,0.2844803720712662,0.18054121285676955,0.2771357983350754,0.17185710072517396,0.25552062988281254,0.3208906322717667,0.12179636359214782,0.15390565544366835,0.2568884938955307,0.2332812786102295,0.09907137453556061,0.1730820566415787,0.1478239431977272,0.20620996356010438,0.20855268836021423,0.26654772758483886,0.22988167479634286,0.2542656570672989,0.16668180823326112,0.22836972475051878,0.16811661422252655,0.18988322615623476,0.15477591156959533,0.20529794245958327,0.1743517756462097,0.27271396517753604,0.2872895568609238,0.2038738250732422,0.07261988595128059,0.21787157654762268,0.17755663990974427,0.12986710667610168,0.1604543596506119,0.08607498556375504,0.0,0.29496240615844727,0.2264473408460617,0.10183148682117463,0.5167530477046967,0.11710326299071314,0.11944830864667894,0.1949104167521,0.1757092833518982,0.43883618116378786,0.12438510358333589,0.19680091291666033,0.1850817769765854,0.17970407605171204,0.25506034642457964,0.253089839220047,0.12290559709072114
Mingxin Ye,0.2551598072052002,0.10049151591956615,0.3526128590106964,0.35386005640029905,0.30380802154541015,0.2614599645137787,0.25819180607795716,0.20814412832260135,0.275074303150177,0.29585247039794926,0.23902633190155032,0.2054977685213089,0.10882222056388856,0.2822239339351654,0.133505929261446,0.2406566232442856,0.322790464758873,0.25518413782119753,0.15539928376674653,0.3574244976043702,0.13443518429994583,0.3224087059497834,0.29463187456130985,0.24967048168182376,0.10256831645965576,0.13763362392783166,0.1623359799385071,0.3341169118881226,0.2886491969227791,0.161202272772789,0.09521138966083528,0.22020408809185027,0.1675178945064545,0.1486530601978302,0.1144971936941147,0.19963968992233277,0.29496240615844727,0.0,0.2162225842475891,0.1334999665617943,0.2741818308830261,0.16190773844718936,0.18377117160707712,0.25770183801651003,0.12488657236099245,0.23258036375045776,0.18114311695098878,0.26701675057411195,0.23715052604675296,0.24978196322917942,0.3126425564289093,0.2694049596786499,0.11884032040834427
Upama Aich,0.24975000619888307,0.04111682549118996,0.16725404411554337,0.2762437343597412,0.33258013129234315,0.10220819860696793,0.3088141858577728,0.29707416296005257,0.27597737908363346,0.22983620762825013,0.31475105583667756,0.3096781849861145,0.13665535449981692,0.24354315996170045,0.4356846213340759,0.20147939622402194,0.20216709971427918,0.4151414513587952,0.15292773693799974,0.18787434250116347,0.2601940229535103,0.3445496439933777,0.22630445659160614,0.1799758888781071,0.059778809547424316,0.17800562977790832,0.13829921185970306,0.1917437106370926,0.262652088701725,0.2374707967042923,0.2752668142318726,0.13875968456268312,0.22878343760967254,0.24192611277103426,0.326985165476799,0.4630241274833679,0.2264473408460617,0.2162225842475891,0.0,0.4495949625968933,0.1027951754629612,0.18710218071937562,0.18866460323333742,0.2202268809080124,0.21390449702739717,0.10936349183321,0.327506160736084,0.42304910421371467,0.3178376734256744,0.15533596426248553,0.360053026676178,0.2196673594415188,0.3532489567995072
Jackson Rendall,0.28122079372406006,0.03161877691745758,0.13792644888162614,0.10902951061725617,0.2561115384101868,0.16159726679325104,0.3418745011091232,0.288758933916688,0.1991518497467041,0.12960704416036606,0.3091392103582621,0.33915812969207765,0.03771837949752808,0.1839007318019867,0.3369543641805649,0.2257594503462315,0.17752754390239717,0.34393294155597687,0.2318299174308777,0.08574134707450867,0.3401826083660126,0.1599982798099518,0.1945641815662384,0.14921064972877504,0.07871749624609947,0.11921707093715667,0.1540063105523586,0.15832948684692383,0.444069916009903,0.3031468987464905,0.36184364557266235,0.13716939687728882,0.1648752823472023,0.07398198693990708,0.49866039752960206,0.4327599465847015,0.10183148682117463,0.1334999665617943,0.4495949625968933,0.0,0.16011091917753223,0.2286159455776215,0.07806500680744648,0.1887588977813721,0.16049357652664184,0.10025501549243927,0.2457859694957733,0.2281025677919388,0.19139261841773988,0.07402612864971161,0.27710111141204835,0.12270800918340685,0.370460307598114
Thomas Fellowes,0.17845005393028263,0.225809121131897,0.19429057240486147,0.17665337920188906,0.2998098403215408,0.12456975281238555,0.1625543236732483,0.1610668033361435,0.14274597316980364,0.06055253446102142,0.13845688700675965,0.09050003141164781,0.07319467067718506,0.1853738456964493,0.008652219176292417,0.2843140840530396,0.1822510600090027,0.19296635389328004,0.15924521684646606,0.18343079686164857,0.029164821654558186,0.16624352335929873,0.19392315149307252,0.19521391093730928,0.07300056219100952,0.1006332390010357,0.23119723685085775,0.1945007920265198,0.2112693786621094,0.07821260392665863,0.14162371903657914,0.27526267766952517,0.14317710399627687,0.04979589283466339,0.11999278664588929,0.05475655347108841,0.5167530477046967,0.2741818308830261,0.1027951754629612,0.16011091917753223,0.0,0.05254976749420166,0.1209983766078949,0.12614227123558522,0.08575353547930718,0.2590916577726603,0.0657071590423584,0.08564819879829884,0.10137673914432527,0.0645921692252159,0.12769255116581918,0.32808551788330076,0.06773980110883714
Gladymar Perez Chacon,0.3064782410860062,0.07396407201886178,0.22409250736236572,0.14804851412773135,0.08122449070215226,0.07782739996910096,0.12410296201705934,0.06715165600180627,0.233663934469223,0.3331575125455857,0.10718559473752977,0.1730038031935692,0.20467593595385553,0.27784715890884404,0.2135408490896225,0.2811978876590729,0.2680442363023758,0.1425117552280426,0.33085542321205147,0.09980770498514176,0.13119125664234163,0.3047226667404175,0.1524531662464142,0.07848753035068512,0.07697132229804993,0.2413840025663376,0.13087308555841445,0.1286360412836075,0.1866980701684952,0.11955384016036988,0.1869911849498749,0.10806578993797303,0.08562361784279347,0.12362674176692964,0.21658390164375307,0.207502281665802,0.11710326299071314,0.16190773844718936,0.18710218071937562,0.2286159455776215,0.05254976749420166,0.0,0.40805181264877316,0.2051909625530243,0.16002122759819032,0.07627341747283936,0.21945911049842837,0.2818229556083679,0.18008390069007874,0.24686718583106998,0.1800003707408905,0.028508976101875305,0.25713566541671756
Yordanos Asgedom,0.2756083607673645,0.03556848242878914,0.1770795471966267,0.24685620963573454,0.18273963481187822,0.13276239708065987,0.19459734261035921,0.22256229035556319,0.1560054302215576,0.33137797713279726,0.09897384122014047,0.1843675047159195,0.14960832782089709,0.2838954031467438,0.11790289580821992,0.37101645469665534,0.27227809429168703,0.14532449766993524,0.3114364564418793,0.0678713284432888,0.10835145413875581,0.16888670921325685,0.18130851089954375,0.09563771374523641,0.1188586175441742,0.31575089991092686,0.1774790108203888,0.18950574919581414,0.18924663513898848,0.13236858993768694,0.0707452952861786,0.05437557995319367,0.04273932259529829,0.15289764702320102,0.11750954911112788,0.13660641759634018,0.11944830864667894,0.18377117160707712,0.18866460323333742,0.07806500680744648,0.1209983766078949,0.40805181264877316,0.0,0.1514896556735039,0.1537059605121613,0.06804306209087371,0.1391812771558762,0.23144088983535768,0.1699787437915802,0.2763500615954399,0.144389408826828,0.04823699966073036,0.17692514061927797
Lauri Parr,0.20089831054210663,0.04498042464256287,0.1720437601208687,0.2443616583943367,0.11730286777019501,0.1528632640838623,0.20564826130867003,0.1414921458810568,0.3277696669101715,0.3920368492603302,0.09854560568928719,0.211536905169487,0.05580060482025147,0.21416704356670382,0.34079627394676204,0.18475383669137957,0.2132401943206787,0.23875025659799579,0.1781661866232753,0.08841479644179345,0.14058104753494263,0.30219816565513613,0.16040940284729005,0.051506821811199185,-0.004506941884756088,0.1800841968506575,0.071351557970047,0.15416239500045775,0.1420806512236595,0.09421032816171647,0.05340835899114609,0.04244775921106339,0.012904201075434683,0.24511339068412782,0.13809330761432648,0.2741608738899231,0.1949104167521,0.25770183801651003,0.2202268809080124,0.1887588977813721,0.12614227123558522,0.2051909625530243,0.1514896556735039,0.0,0.32070016860961914,0.09358921945095064,0.17645027935504914,0.35410499572753906,0.16550020575523378,0.2066418766975403,0.4787470996379853,0.08189073279500009,0.2464769423007965
Molly Schmidt,0.14837639033794403,0.04424659460783004,0.143711993098259,0.1850449651479721,0.10025953650474549,0.06512663066387177,0.14193070530891422,0.15189304798841477,0.3442435145378113,0.24191456437110903,0.1389308124780655,0.4229628205299378,0.12625077813863755,0.36775462627410893,0.31986606717109684,0.11125703975558282,0.24196943640708923,0.20244180858135224,0.23313124328851698,0.1584571063518524,0.09058304429054262,0.3003860652446747,0.1417272984981537,0.07210553735494614,-0.03020976781845093,0.21619917675852776,0.07773374170064926,0.08307416141033173,0.12398575469851494,0.08701314553618432,0.07040896639227867,0.06457968726754189,0.004708527028560639,0.39408939778804786,0.12419474124908449,0.1925378143787384,0.1757092833518982,0.12488657236099245,0.21390449702739717,0.16049357652664184,0.08575353547930718,0.16002122759819032,0.1537059605121613,0.32070016860961914,0.0,0.07396495267748833,0.23285576701164246,0.27573673129081727,0.15835559219121934,0.09571632742881775,0.4069276750087738,0.05729461014270783,0.23082456290721895
Peter Watson,0.09009079486131669,0.2533421516418457,0.19789409935474397,0.10548849403858185,0.3031879186630249,0.23118624389171602,0.12977449893951418,0.1074102781713009,0.1698965847492218,0.060989408195018774,0.1481344223022461,0.08978501409292222,0.02784024775028229,0.11663461625576019,0.056106472760438925,0.15659106671810152,0.058430817723274235,0.17715620398521426,0.10180470943450928,0.12854955494403839,0.09698160886764527,0.16476302836090329,0.18818770125508308,0.1469459891319275,0.07423555254936218,0.056863598525524146,0.082653146982193,0.24611819684505465,0.13578673005104064,0.10154024362564087,0.056675809621810916,0.3212457925081253,0.10278893411159516,0.03911047503352165,0.1750844031572342,0.09174474179744721,0.43883618116378786,0.23258036375045776,0.10936349183321,0.10025501549243927,0.2590916577726603,0.07627341747283936,0.06804306209087371,0.09358921945095064,0.07396495267748833,0.0,0.1071139469742775,0.09173247963190079,0.09440372586250306,0.05534928143024445,0.14020022749900818,0.39679163694381714,0.07574265897274018
Claire Doll,0.22400552034378052,0.029023620486259463,0.09694472104310989,0.12184004485607149,0.3543352544307709,0.1363144338130951,0.2283554494380951,0.20012274384498596,0.28462293148040774,0.15188659429550172,0.2131559133529663,0.26624158173799517,0.04916688986122608,0.21423553824424746,0.3020269975066185,0.05499968230724335,0.1677467033267021,0.24403952658176423,0.11616055965423586,0.10179782509803773,0.22235655933618548,0.21197974681854248,0.18226531445980074,0.17882476449012757,0.04760282263159752,0.1293199360370636,0.0013856060802936556,0.16388435959815978,0.1896065950393677,0.24694141745567322,0.09177223443984986,0.20875484347343443,0.25890884995460517,0.19995232224464418,0.3045623421669006,0.46136916875839235,0.12438510358333589,0.18114311695098878,0.327506160736084,0.2457859694957733,0.0657071590423584,0.21945911049842837,0.1391812771558762,0.17645027935504914,0.23285576701164246,0.1071139469742775,0.0,0.2650243520736695,0.38213500678539275,0.15558264553546908,0.26705525517463685,0.06550764739513398,0.263642680644989
Karri Neldner,0.2515489667654038,0.005053298175334928,0.24984745606780057,0.3621649324893952,0.20569345355033875,0.19278275668621064,0.3006170094013214,0.16912874281406404,0.28606497645378115,0.22760285139083863,0.274816045165062,0.3610349595546723,0.22357543706893923,0.3340185642242432,0.2787177383899689,0.20955924391746522,0.28262290954589847,0.25402704477310184,0.3113984525203705,0.1757273867726326,0.22490054666996,0.349757206439972,0.30282810926437376,0.18741838634014132,0.13915919959545137,0.25864187926054,0.16873506158590318,0.22622832953929906,0.27151225209236146,0.20078232288360595,0.15673948526382447,0.08211851119995117,0.13402444422245025,0.15089256167411805,0.2558127880096436,0.41162213981151585,0.19680091291666033,0.26701675057411195,0.42304910421371467,0.2281025677919388,0.08564819879829884,0.2818229556083679,0.23144088983535768,0.35410499572753906,0.27573673129081727,0.09173247963190079,0.2650243520736695,0.0,0.37083864212036133,0.18637766391038896,0.43876021504402163,0.08072248250246047,0.24706754982471468
Curtis Rollins,0.22787755727767944,0.048118875920772554,0.22649117708206176,0.27969855070114136,0.2890312433242798,0.19550164937973025,0.2662042498588562,0.2193269446492195,0.2304487407207489,0.2740503191947937,0.16311601400375367,0.22703940868377684,0.141694974899292,0.20437187552452088,0.3473608791828156,0.13801622092723848,0.21062453389167787,0.2521076798439026,0.18410847485065462,0.11808167695999147,0.2014914244413376,0.3093024790287018,0.18530924022197723,0.20811725258827213,0.115181303024292,0.19770617932081225,0.05565785448998213,0.18604651689529422,0.19694598317146303,0.1895834267139435,0.09836174249649049,0.14687392115592957,0.306032931804657,0.1233909532427788,0.20262504220008853,0.44217855334281925,0.1850817769765854,0.23715052604675296,0.3178376734256744,0.19139261841773988,0.10137673914432527,0.18008390069007874,0.1699787437915802,0.16550020575523378,0.15835559219121934,0.09440372586250306,0.38213500678539275,0.37083864212036133,0.0,0.12702614665031434,0.2620919108390808,0.15729561597108843,0.22413501739501956
Nishu Tyagi,0.18220010697841646,0.04046083241701126,0.26146454662084584,0.26384263634681704,0.10202172100543976,0.07233558595180511,0.1046193778514862,0.09844077406451106,0.24386316537857058,0.3262338310480118,0.17224409133195878,0.13737079873681068,0.25120699405670166,0.14879595786333086,0.17639413215219976,0.14467143788933756,0.2964681684970856,0.11031016781926155,0.1790742516517639,0.1742403194308281,0.07776464819908142,0.24054783433675767,0.20506563186645507,0.12007677927613258,0.1085108906030655,0.35254128575325017,0.14567963033914566,0.19076925218105317,0.14024135693907738,0.16600117683410645,0.05022426396608354,0.08186093270778658,0.030364967137575152,0.15393700599670412,0.15143864750862124,0.14255560785531998,0.17970407605171204,0.24978196322917942,0.15533596426248553,0.07402612864971161,0.0645921692252159,0.24686718583106998,0.2763500615954399,0.2066418766975403,0.09571632742881775,0.05534928143024445,0.15558264553546908,0.18637766391038896,0.12702614665031434,0.0,0.21417847275733948,0.061207623593509196,0.1479284130036831
Cassandra Tytler,0.20567957460880282,0.02723906077444553,0.19529401585459708,0.22787034809589385,0.17393235713243488,0.15315376222133636,0.29477081298828123,0.22206500321626665,0.6346685945987702,0.33402109146118164,0.29955276250839236,0.29099115133285525,0.1449042707681656,0.33249818682670595,0.3674035429954529,0.2027124583721161,0.19635975062847139,0.2912095844745636,0.19694840013980866,0.19004011452198027,0.2529764294624329,0.4312763690948487,0.23702286481857301,0.17411453574895858,0.08247610181570053,0.24674088954925538,0.0837019294500351,0.14664683938026427,0.28257603645324714,0.22666663080453875,0.1121787503361702,0.10848722904920578,0.11745242513716221,0.41279991865158083,0.20638113915920261,0.4114685893058777,0.25506034642457964,0.3126425564289093,0.360053026676178,0.27710111141204835,0.12769255116581918,0.1800003707408905,0.144389408826828,0.4787470996379853,0.4069276750087738,0.14020022749900818,0.26705525517463685,0.43876021504402163,0.2620919108390808,0.21417847275733948,0.0,0.1327073469758034,0.31142319142818453
Josef Richmond,0.11746929585933685,0.25065704584121706,0.22162643373012542,0.13829829096794127,0.2661672115325928,0.2984480917453766,0.18077181577682497,0.15279143564403058,0.13763118386268616,0.04662605971097947,0.1512145131826401,0.09423126280307771,-0.010710830986499787,0.1182769626379013,0.06436784639954568,0.08328549563884735,0.056140855699777614,0.164580774307251,0.08305804133415223,0.17955712676048277,0.12256722748279572,0.1699715912342072,0.19092631340026858,0.1673262119293213,0.1263240396976471,0.04895263984799385,-0.005033434927463531,0.33079805970191956,0.1490772418677807,0.14416474103927615,0.03585160225629806,0.3911367475986481,0.18545279502868653,0.027503334730863572,0.2276471674442291,0.09786874055862427,0.253089839220047,0.2694049596786499,0.2196673594415188,0.12270800918340685,0.32808551788330076,0.028508976101875305,0.04823699966073036,0.08189073279500009,0.05729461014270783,0.39679163694381714,0.06550764739513398,0.08072248250246047,0.15729561597108843,0.061207623593509196,0.1327073469758034,0.0,0.12423572167754174
Kit Prendergast,0.19926988780498506,0.04846928790211678,0.07695119380950928,0.14454903602600097,0.20570072233676912,0.06010552495718002,0.21357912421226505,0.1871979534626007,0.21817979812622074,0.1782344326376915,0.267379778623581,0.3050507783889771,0.16416376233100893,0.21422787606716157,0.3047656238079071,0.19516338407993317,0.21370225548744204,0.3788101315498352,0.16145717948675156,0.091238921135664,0.15663012415170668,0.1762772411108017,0.18160464763641357,0.13262011110782623,0.059973889589309694,0.170123790204525,0.13635193295776843,0.09586315900087358,0.2337020397186279,0.10374447703361513,0.15562787950038912,0.025171538814902306,0.06101706922054292,0.1311625435948372,0.28032693862915037,0.3559473752975464,0.12290559709072114,0.11884032040834427,0.3532489567995072,0.370460307598114,0.06773980110883714,0.25713566541671756,0.17692514061927797,0.2464769423007965,0.23082456290721895,0.07574265897274018,0.263642680644989,0.24706754982471468,0.22413501739501956,0.1479284130036831,0.31142319142818453,0.12423572167754174,0.0
